,X,name,mass,eff,diet,order,family,habitat,fac,loco,genus,name2,mass2,eff2,name3,mass3,speed3
254,254,Macropus_antilopinus,27.25,0.674792201,2,Diprotodontia,Macropodidae,3,3,1,Macropus,Macropus_antilopinus,27.25,0.626206944,Macropus_antilopinus,NA,NA
255,255,Macropus_eugenii,6.5,0.674965104,2,Diprotodontia,Macropodidae,1,3,1,Macropus,Macropus_eugenii,6.5,0.755944027,Macropus eugenii,4.000184255,38.87752875
256,256,Macropus_irma,8,0.683994229,2,Diprotodontia,Macropodidae,1,3,1,Macropus,Macropus_irma,8,0.649077217,Macropus_irma,NA,NA
257,257,Macroscelides_proboscideus,0.0382,0.679973033,1,Macroscelidea,Macroscelididae,3,3,1,Macroscelides,NA,NA,NA,Macroscelides_proboscideus,NA,NA
258,258,Macrotis_lagotis,1.35,0.701889283,2,Peramelemorphia,Peramelidae,3,1,1,Macrotis,Macrotis_lagotis,1.35,0.587772638,Macrotis_lagotis,NA,NA
259,259,Madoqua_kirkii,5.3001,0.754987461,2,Artiodactyla,Bovidae,4,3,3,Madoqua,Madoqua_kirkii,5.3001,0.834792607,Madoqua_kirkii,NA,NA
260,260,Madoqua_piacentinii,2.5,0.76190956,2,Artiodactyla,Bovidae,4,3,3,Madoqua,Madoqua_piacentinii,2.5,0.735938547,Madoqua_piacentinii,NA,NA
261,261,Madoqua_saltiana,3.25,0.781527852,2,Artiodactyla,Bovidae,4,3,3,Madoqua,Madoqua_saltiana,3.25,0.765808403,Madoqua_saltiana,NA,NA
262,262,Mandrillus_leucophaeus,15,0.89388314,3,Primates,Cercopithecidae,1,3,1,Mandrillus,Mandrillus_leucophaeus,15,0.858194068,Mandrillus_leucophaeus,NA,NA
263,263,Marmosa_lepida,0.014,0.69822547,1,Didelphimorphia,Didelphidae,2,2,1,Marmosa,Marmosa_lepida,0.014,0.746329379,Marmosa_lepida,NA,NA
264,264,Marmosops_parvidens,0.015,0.643729154,1,Didelphimorphia,Didelphidae,2,2,1,Marmosops,NA,NA,NA,Marmosops_parvidens,NA,NA
265,265,Marmota_monax,3.8017,0.644851942,2,Rodentia,Sciuridae,4,1,2,Marmota,NA,NA,NA,Marmota monax,4.000122837,15.70149749
266,266,Martes_flavigula,1.8425,0.773121471,1,Carnivora,Mustelidae,2,2,2,Martes,Martes_flavigula,2.5,0.820519735,Martes_flavigula,NA,NA
267,267,Mastomys_hildebrandtii,0.0621,0.642774783,3,Rodentia,Muridae,1,1,1,Mastomys,NA,NA,NA,Mastomys_hildebrandtii,NA,NA
268,268,Maxomys_rajah,0.15325,0.652740116,3,Rodentia,Muridae,1,1,1,Maxomys,Maxomys_rajah,0.15,0.805296519,Maxomys_rajah,NA,NA
269,269,Mazama_americana,22.7997,0.873099523,2,Artiodactyla,Cervidae,1,3,3,Mazama,Mazama_americana,22.7997,0.876005358,Mazama_americana,NA,NA
270,270,Melanomys_caliginosus,0.041,0.604694137,3,Rodentia,Muridae,1,1,1,Melanomys,NA,NA,NA,Melanomys_caliginosus,NA,NA
271,271,Meles_meles,13,0.715022884,1,Carnivora,Mustelidae,1,1,2,Meles,Meles_meles,13,0.615596393,Meles meles,11.40037405,29.44878871
272,272,Mellivora_capensis,8.5,0.781600765,1,Carnivora,Mustelidae,4,1,2,Mellivora,Mellivora_capensis,8,0.790647685,Mellivora_capensis,NA,NA
273,273,Melogale_orientalis,2,0.611878873,1,Carnivora,Mustelidae,1,1,2,Melogale,Melogale_orientalis,2,0.554202311,Melogale_orientalis,NA,NA
274,274,Melomys_burtoni,0.0685,0.568291076,2,Rodentia,Muridae,4,3,1,Melomys,NA,NA,NA,Melomys_burtoni,NA,NA
275,275,Melomys_cervinipes,0.078,0.623320354,2,Rodentia,Muridae,1,3,1,Melomys,NA,NA,NA,Melomys_cervinipes,NA,NA
276,276,Melursus_ursinus,93.13,0.823336218,1,Carnivora,Ursidae,4,3,1,Melursus,Melursus_ursinus,100,0.842429795,Melursus_ursinus,NA,NA
277,277,Mephitis_mephitis,2.085,0.738564622,1,Carnivora,Mustelidae,1,3,2,Mephitis,Mephitis_mephitis,2.085,0.801942105,Mephitis mephitis,2.666589901,15.70113749
278,278,Meriones_crassus,0.0699,0.657221732,3,Rodentia,Muridae,3,1,1,Meriones,NA,NA,NA,Meriones_crassus,NA,NA
279,279,Mesembriomys_gouldii,0.7165,0.647987826,3,Rodentia,Muridae,1,2,1,Mesembriomys,Mesembriomys_gouldii,0.7165,0.605814339,Mesembriomys_gouldii,NA,NA
280,280,Mesocricetus_brandti,0.198,0.585338031,3,Rodentia,Muridae,5,1,1,Mesocricetus,NA,NA,NA,Mesocricetus brandti,0.110000618,8.833512584
281,281,Metachirus_nudicaudatus,0.375,0.635044649,3,Didelphimorphia,Didelphidae,1,2,1,Metachirus,Metachirus_nudicaudatus,0.375,0.734314206,Metachirus_nudicaudatus,NA,NA
282,282,Microcebus_murinus,0.069,0.632472143,3,Primates,Cheirogaleidae,2,2,1,Microcebus,NA,NA,NA,Microcebus_murinus,NA,NA
283,283,Microdipodops_megacephalus,0.0105,0.580285282,2,Rodentia,Heteromyidae,3,1,1,Microdipodops,NA,NA,NA,Microdipodops megacephalus,0.012299928,10.59941822
284,284,Microgale_cowani,0.0138,0.670537289,1,Insectivora,Tenrecidae,1,3,1,Microgale,NA,NA,NA,Microgale_cowani,NA,NA
285,285,Micromys_minutus,0.006,0.597374675,3,Rodentia,Muridae,4,2,1,Micromys,Micromys_minutus,0.006,0.664186148,Micromys_minutus,NA,NA
286,286,Microsciurus_alfari,0.0875,0.586063551,2,Rodentia,Sciuridae,2,2,1,Microsciurus,Microsciurus_alfari,0.0875,0.467788678,Microsciurus_alfari,NA,NA
287,287,Microtus_agrestis,0.0425,0.640109691,2,Rodentia,Muridae,1,1,1,Microtus,NA,NA,NA,Microtus_agrestis,NA,NA
288,288,Microtus_pennsylvanicus,0.0368,0.511585967,2,Rodentia,Muridae,4,1,1,Microtus,NA,NA,NA,Microtus pennsylvanicus,0.050001151,10.78411515
289,289,Microtus_pinetorum,0.0263,0.604051052,2,Rodentia,Muridae,1,1,1,Microtus,NA,NA,NA,Microtus_pinetorum,NA,NA
290,290,Monodelphis_adusta,0.035,0.5708765,3,Didelphimorphia,Didelphidae,2,2,1,Monodelphis,NA,NA,NA,Monodelphis_adusta,NA,NA
291,291,Monodelphis_brevicaudata,0.0696,0.696854879,3,Didelphimorphia,Didelphidae,2,2,1,Monodelphis,Monodelphis_brevicaudata,0.0696,0.902143991,Monodelphis brevicaudata,0.074503751,11.36814056
292,292,Moschiola_meminna,2.93815,0.751888752,2,Artiodactyla,Tragulidae,1,3,3,Moschiola,Moschiola_meminna,2.45,0.776882007,Moschiola_meminna,NA,NA
293,293,Moschus_chrysogaster,14.5,0.776861671,2,Artiodactyla,Moschidae,5,3,3,Moschus,Moschus_chrysogaster,14.5,0.803185064,Moschus_chrysogaster,NA,NA
294,294,Muntiacus_muntjak,14,0.857549106,2,Artiodactyla,Cervidae,1,3,3,Muntiacus,Muntiacus_muntjak,14,0.859927102,Muntiacus_muntjak,NA,NA
295,295,Mus_musculus,0.0176667,0.585453205,3,Rodentia,Muridae,4,1,1,Mus,Mus_musculus,0.0215,0.619775133,Mus musculus,0.015999755,12.75869
296,296,Mustela_eversmannii,1.35,0.664076653,1,Carnivora,Mustelidae,4,1,1,Mustela,Mustela_eversmannii,1.35,0.683459606,Mustela_eversmannii,NA,NA
297,297,Mustela_nivalis,0.1039,0.544114672,1,Carnivora,Mustelidae,1,1,1,Mustela,Mustela_nivalis,0.1875,0.566906234,Mustela_nivalis,NA,NA
298,298,Myoprocta_acouchy,0.6,0.623650994,2,Rodentia,Dasyproctidae,1,1,2,Myoprocta,Myoprocta_acouchy,0.6,0.632740999,Myoprocta_acouchy,NA,NA
299,299,Myrmecobius_fasciatus,0.4715,0.709695223,2,Dasyuromorphia,Myrmecobiidae,1,1,2,Myrmecobius,Myrmecobius_fasciatus,0.4715,0.731995726,Myrmecobius fasciatus,0.479977212,13.54286802
300,300,Myrmecophaga_tridactyla,22.3332,0.823993459,1,Xenarthra,Myrmecophagidae,1,3,2,Myrmecophaga,NA,NA,NA,Myrmecophaga_tridactyla,NA,NA
301,301,Nandinia_binotata,2,0.774934655,1,Carnivora,Viverridae,1,2,2,Nandinia,Nandinia_binotata,2,0.841653645,Nandinia_binotata,NA,NA
302,302,Napaeozapus_insignis,0.0223,0.536494978,1,Rodentia,Dipodidae,1,3,1,Napaeozapus,NA,NA,NA,Napaeozapus_insignis,NA,NA
303,303,Nasalis_larvatus,9,0.768780653,3,Primates,Cercopithecidae,2,2,1,Nasalis,Nasalis_larvatus,9,0.732153489,Nasalis_larvatus,NA,NA
304,304,Nasua_narica,4.03,0.7988182,1,Carnivora,Procyonidae,2,2,2,Nasua,Nasua_narica,4.03,0.791659502,Nasua narica,4.600159826,26.49539514
305,305,Nasuella_olivacea,1.34,0.784583785,1,Carnivora,Procyonidae,2,2,1,Nasuella,Nasuella_olivacea,1.34,0.816077039,Nasuella_olivacea,NA,NA
306,306,Neacomys_spinosus,0.019,0.608311697,3,Rodentia,Muridae,1,3,1,Neacomys,NA,NA,NA,Neacomys_spinosus,NA,NA
307,307,Neofelis_nebulosa,19.67575,0.795133666,1,Carnivora,Felidae,2,3,2,Neofelis,Neofelis_nebulosa,19.5,0.788425954,Neofelis_nebulosa,NA,NA
308,308,Neomys_anomalus,0.016,0.629200267,1,Insectivora,Soricidae,1,3,1,Neomys,NA,NA,NA,Neomys_anomalus,NA,NA
309,309,Neotoma_albigula,0.206,0.661276433,2,Rodentia,Muridae,1,1,1,Neotoma,Neotoma_albigula,0.206,0.614417686,Neotoma_albigula,NA,NA
310,310,Neotoma_lepida,0.1637,0.557321906,2,Rodentia,Muridae,1,3,1,Neotoma,NA,NA,NA,Neotoma lepida,0.110605714,16.62192001
311,311,Neotragus_batesi,3,0.792271305,2,Artiodactyla,Bovidae,1,3,3,Neotragus,NA,NA,NA,Neotragus_batesi,NA,NA
312,312,Neotragus_pygmaeus,4,0.751394709,2,Artiodactyla,Bovidae,1,3,3,Neotragus,NA,NA,NA,Neotragus_pygmaeus,NA,NA
313,313,Nesomys_rufus,0.1625,0.520823229,1,Rodentia,Muridae,1,2,1,Nesomys,NA,NA,NA,Nesomys_rufus,NA,NA
314,314,Ningaui_ridei,0.0085,0.675124234,1,Dasyuromorphia,Dasyuridae,3,1,1,Ningaui,Ningaui_ridei,0.0085,0.752177027,Ningaui_ridei,NA,NA
315,315,Notomys_alexis,0.035,0.545070629,3,Rodentia,Muridae,3,2,1,Notomys,Notomys_alexis,0.035,0.609659156,Notomys alexis,0.024500957,12.73469141
316,316,Notomys_cervinus,0.035,0.583775128,3,Rodentia,Muridae,3,1,1,Notomys,NA,NA,NA,Notomys_cervinus,NA,NA
317,317,Nycticebus_coucang,0.8035,0.690175579,3,Primates,Loridae,2,2,1,Nycticebus,Nycticebus_coucang,1.187,0.854361036,Nycticebus_coucang,NA,NA
318,318,Ochotona_alpina,0.15,0.560331953,2,Lagomorpha,Ochotonidae,5,3,1,Ochotona,NA,NA,NA,Ochotona_alpina,NA,NA
319,319,Ochotona_roylei,0.26,0.555468354,2,Lagomorpha,Ochotonidae,3,3,1,Ochotona,NA,NA,NA,Ochotona_roylei,NA,NA
320,320,Octodon_degus,0.21,0.612856189,2,Rodentia,Octodontidae,1,1,1,Octodon,NA,NA,NA,Octodon_degus,NA,NA
321,321,Odocoileus_hemionus,54.2126,0.857502265,2,Artiodactyla,Cervidae,4,3,3,Odocoileus,Odocoileus_hemionus,54.2126,0.882356035,Odocoileus hemionus,97,60.19874
322,322,Odocoileus_virginianus,55.5086,0.870382527,2,Artiodactyla,Cervidae,4,3,3,Odocoileus,Odocoileus_virginianus,55.5086,0.867871523,Odocoileus virginianus,78.5,63.06674
323,323,Oecomys_bicolor,0.034,0.569501921,3,Rodentia,Muridae,2,2,1,Oecomys,NA,NA,NA,Oecomys_bicolor,NA,NA
324,324,Oenomys_hypoxanthus,0.09,0.628620712,2,Rodentia,Muridae,4,2,1,Oenomys,NA,NA,NA,Oenomys_hypoxanthus,NA,NA
325,325,Okapia_johnstoni,230.0011,0.929321522,2,Artiodactyla,Giraffidae,1,3,3,Okapia,Okapia_johnstoni,230.0011,0.954557887,Okapia_johnstoni,NA,NA
326,326,Oligoryzomys_nigripes,0.0205,0.592105954,3,Rodentia,Muridae,4,3,1,Oligoryzomys,Oligoryzomys_nigripes,0.0205,0.536073863,Oligoryzomys_nigripes,NA,NA
327,327,Oncifelis_geoffroyi,3.59,0.840709611,1,Carnivora,Felidae,2,3,2,Oncifelis,Oncifelis_geoffroyi,3.59,0.794551433,Oncifelis_geoffroyi,NA,NA
328,328,Onychogalea_fraenata,5.5,0.702032482,2,Diprotodontia,Macropodidae,3,3,1,Onychogalea,Onychogalea_fraenata,5.5,0.660763412,Onychogalea_fraenata,NA,NA
329,329,Onychomys_torridus,0.025,0.568340919,2,Rodentia,Muridae,3,1,1,Onychomys,NA,NA,NA,Onychomys torridus,0.019300949,10.05573751
330,330,Oreamnos_americanus,72.5003,0.873732642,2,Artiodactyla,Bovidae,5,3,3,Oreamnos,Oreamnos_americanus,72.5003,0.855733488,Oreamnos americanus,111.75,32.5272
331,331,Orycteropus_afer,52.3504,0.807572651,1,Tubulidentata,Orycteropodidae,1,1,2,Orycteropus,Orycteropus_afer,52.3504,0.783792267,Orycteropus_afer,NA,NA
332,332,Oryctolagus_cuniculus,1.8267,0.693949484,2,Lagomorpha,Leporidae,4,3,2,Oryctolagus,Oryctolagus_cuniculus,2.15,0.728394589,Oryctolagus cuniculus,1.900067668,54.95657636
333,333,Oryzomys_alfaroi,0.0333,0.635513153,3,Rodentia,Muridae,4,2,1,Oryzomys,Oryzomys_alfaroi,0.0333,0.601277382,Oryzomys_alfaroi,NA,NA
334,334,Otolemur_crassicaudatus,1.5,0.698316753,3,Primates,Galagonidae,2,2,1,Otolemur,Otolemur_crassicaudatus,1.5,0.671545711,Otolemur_crassicaudatus,NA,NA
335,335,Otomys_irroratus,0.1018,0.601041165,2,Rodentia,Muridae,1,1,1,Otomys,NA,NA,NA,Otomys_irroratus,NA,NA
336,336,Ototylomys_phyllotis,0.12,0.570021263,2,Rodentia,Muridae,2,2,1,Ototylomys,NA,NA,NA,Ototylomys_phyllotis,NA,NA
337,337,Ovibos_moschatus,340.50105,0.838281949,2,Artiodactyla,Bovidae,5,3,3,Ovibos,Ovibos_moschatus,312.5,0.911725126,Ovibos_moschatus,NA,NA
338,338,Ovis_ammon,180,0.842523474,2,Artiodactyla,Bovidae,5,3,3,Ovis,Ovis_ammon,180,0.878157243,Ovis ammon,65,59.16
339,339,Ovis_canadensis,74.6449,0.892425761,2,Artiodactyla,Bovidae,5,3,3,Ovis,Ovis_canadensis,74.6449,0.930623024,Ovis_canadensis,NA,NA
340,340,Oxymycterus_rufus,0.0754,0.574877117,1,Rodentia,Muridae,4,3,1,Oxymycterus,NA,NA,NA,Oxymycterus_rufus,NA,NA
341,341,Pachyuromys_duprasi,0.0475,0.550294735,2,Rodentia,Muridae,3,2,1,Pachyuromys,NA,NA,NA,Pachyuromys_duprasi,NA,NA
342,342,Paguma_larvata,4.3,0.821188567,1,Carnivora,Viverridae,2,2,2,Paguma,Paguma_larvata,4.3,0.818498842,Paguma_larvata,NA,NA
343,343,Pan_paniscus,34.0001,0.822970783,3,Primates,Hominidae,2,2,1,Pan,Pan_paniscus,34.0001,0.811029506,Pan_paniscus,NA,NA
344,344,Pan_troglodytes,44.9997,0.823738891,3,Primates,Hominidae,2,2,1,Pan,Pan_troglodytes,44.9997,0.899513195,Pan_troglodytes,NA,NA
345,345,Panthera_leo,161.4991,0.834745066,1,Carnivora,Felidae,4,3,2,Panthera,Panthera_leo,161.4991,0.845441017,Panthera leo,152.9,58.1767
346,346,Panthera_onca,100,0.800831915,1,Carnivora,Felidae,1,3,2,Panthera,Panthera_onca,100,0.840276567,Panthera onca,44,80
347,347,Panthera_pardus,52.038,0.793798801,1,Carnivora,Felidae,4,3,2,Panthera,Panthera_pardus,54.9997,0.822614588,Panthera pardus,56.2,59.16162
348,348,Panthera_tigris,162.564,0.831660694,1,Carnivora,Felidae,1,3,2,Panthera,Panthera_tigris,162.564,0.849431723,Panthera tigris,195.5,55.216
349,349,Papio_hamadryas,21.2501,0.876327557,2,Primates,Cercopithecidae,5,3,1,Papio,Papio_hamadryas,21.2501,0.849332452,Papio_hamadryas,NA,NA
350,350,Paradoxurus_hermaphroditus,3.156675,0.750782924,1,Carnivora,Viverridae,2,2,2,Paradoxurus,Paradoxurus_hermaphroditus,3.2,0.750756619,Paradoxurus_hermaphroditus,NA,NA
351,351,Parahyaena_brunnea,32.2003,0.864950253,1,Carnivora,Hyaenidae,3,3,2,Parahyaena,Parahyaena_brunnea,32.2003,0.867477355,Parahyaena_brunnea,NA,NA
352,352,Parantechinus_apicalis,0.0688,0.591604953,1,Dasyuromorphia,Dasyuridae,1,2,1,Parantechinus,NA,NA,NA,Parantechinus_apicalis,NA,NA
353,353,Paraxerus_ochraceus,0.1043,0.575653767,3,Rodentia,Sciuridae,4,2,1,Paraxerus,Paraxerus_ochraceus,0.1043,0.421724898,Paraxerus_ochraceus,NA,NA
354,354,Parotomys_brantsii,0.1295,0.658316195,2,Rodentia,Muridae,4,1,1,Parotomys,NA,NA,NA,Parotomys_brantsii,NA,NA
355,355,Pedetes_capensis,3.155,0.666769391,2,Rodentia,Pedetidae,4,3,1,Pedetes,Pedetes_capensis,3.155,0.596324602,Pedetes_capensis,NA,NA
356,356,Perameles_bougainville,0.226,0.634324131,1,Peramelemorphia,Peramelidae,4,1,1,Perameles,Perameles_bougainville,0.226,0.544536806,Perameles_bougainville,NA,NA
357,357,Perameles_nasuta,0.975,0.602833476,1,Peramelemorphia,Peramelidae,4,1,1,Perameles,NA,NA,NA,Perameles_nasuta,NA,NA
358,358,Perodicticus_potto,1.1,0.68025279,3,Primates,Loridae,2,2,1,Perodicticus,NA,NA,NA,Perodicticus_potto,NA,NA
359,359,Perognathus_longimembris,0.0076,0.595658917,2,Rodentia,Heteromyidae,3,1,1,Perognathus,NA,NA,NA,Perognathus longimembris,0.008900102,9.62498262
360,360,Perognathus_parvus,0.0218,0.523739176,2,Rodentia,Heteromyidae,3,1,1,Perognathus,NA,NA,NA,Perognathus parvus,0.024400286,12.1539017
361,361,Peromyscus_attwateri,0.0279,0.577246038,2,Rodentia,Muridae,1,3,1,Peromyscus,NA,NA,NA,Peromyscus_attwateri,NA,NA
362,362,Peromyscus_crinitus,0.018,0.504800363,3,Rodentia,Muridae,3,1,1,Peromyscus,NA,NA,NA,Peromyscus crinitus,0.013699676,11.07446958
363,363,Peromyscus_eremicus,0.0236,0.534896124,3,Rodentia,Muridae,3,1,1,Peromyscus,NA,NA,NA,Peromyscus eremicus,0.019800794,12.72857913
364,364,Peromyscus_leucopus,0.0212,0.592448969,3,Rodentia,Muridae,1,1,1,Peromyscus,NA,NA,NA,Peromyscus_leucopus,NA,NA
365,365,Peromyscus_maniculatus,0.0213,0.589076491,3,Rodentia,Muridae,2,2,1,Peromyscus,NA,NA,NA,Peromyscus maniculatus,0.022133733,11.71921449
366,366,Peromyscus_truei,0.0274,0.590149307,3,Rodentia,Muridae,3,3,1,Peromyscus,Peromyscus_truei,0.0274,0.741353341,Peromyscus truei,0.019300949,13.90027596
367,367,Petaurista_elegans,0.997,0.460174267,2,Rodentia,Sciuridae,3,2,1,Petaurista,NA,NA,NA,Petaurista_elegans,NA,NA
368,368,Petauroides_volans,1.3,0.568476704,2,Diprotodontia,Psuedocheiridae,2,2,1,Petauroides,Petauroides_volans,1.3,0.63088871,Petauroides_volans,NA,NA
369,369,Petaurus_breviceps,0.1063,0.639685374,3,Diprotodontia,Petauridae,2,2,1,Petaurus,Petaurus_breviceps,0.1275,0.607101713,Petaurus_breviceps,NA,NA
370,370,Petrodromus_tetradactylus,0.1875,0.641823989,1,Macroscelidea,Macroscelididae,1,3,3,Petrodromus,Petrodromus_tetradactylus,0.1875,0.639089535,Petrodromus_tetradactylus,NA,NA
371,371,Petrogale_burbidgei,1.258,0.645973632,2,Diprotodontia,Macropodidae,1,3,1,Petrogale,Petrogale_burbidgei,1.258,0.594201222,Petrogale_burbidgei,NA,NA
372,372,Petromus_typicus,0.224,0.539097484,2,Rodentia,Petromuridae,5,3,1,Petromus,NA,NA,NA,Petromus_typicus,NA,NA
373,373,Phacochoerus_aethiopicus,71.0003,0.855371792,2,Artiodactyla,Suidae,3,3,3,Phacochoerus,Phacochoerus_aethiopicus,71.0003,0.924756149,Phacochoerus aethiopicus,85,54.2408
374,374,Phalanger_orientalis,2.16875,0.586641505,2,Diprotodontia,Phalangeridae,2,2,1,Phalanger,NA,NA,NA,Phalanger_orientalis,NA,NA
375,375,Phaner_furcifer,0.4,0.552244779,2,Primates,Cheirogaleidae,2,2,1,Phaner,Phaner_furcifer,0.4,0.577487629,Phaner_furcifer,NA,NA
376,376,Phascogale_calura,0.0515,0.596773006,1,Dasyuromorphia,Dasyuridae,2,2,1,Phascogale,NA,NA,NA,Phascogale_calura,NA,NA
377,377,Philander_andersoni,0.325,0.701798276,3,Didelphimorphia,Didelphidae,2,2,1,Philander,Philander_andersoni,0.325,0.73008354,Philander_andersoni,NA,NA
378,378,Pithecia_pithecia,1.3755,0.639029167,2,Primates,Cebidae,2,2,1,Pithecia,Pithecia_pithecia,1.3755,0.651685954,Pithecia_pithecia,NA,NA
379,379,Planigale_maculata,0.011,0.661204467,1,Dasyuromorphia,Dasyuridae,4,3,1,Planigale,Planigale_maculata,0.011,0.605803421,Planigale_maculata,NA,NA
